484.23,487.66,487.95,488.45,38964,40787,47803,74182
483.85,487.31,487.39,488.27,38125,41781,47485,74814
484.73,486.14,489.62,489.82,35887,44326,46488,75330
486.51,487.18,489.08,490.13,33170,44383,47490,75272
484.23,486.12,489.84,490.53,31746,43949,49179,74461
486.13,487.61,488.85,489.13,31701,42639,51385,73622
486,486.15,490.35,490.73,31304,40644,54268,71200
485.02,486.39,490.16,490.38,31311,39560,55494,70307
484.72,490.15,490.39,490.63,31914,46503,46798,56056
488.28,488.6,488.61,490.52,38455,49182,53290,57606
486.92,488.25,489.8,490.41,34857,49539,51636,61653
486.55,487.01,490.12,490.89,30300,48924,49562,66088
486.29,487.35,489.4,491.52,30543,47715,49948,67641
486.68,487.05,490.57,490.67,33874,44949,49603,70741
486.74,488.72,489.5,491.45,36281,43120,48657,72621
487.54,487.98,492.41,492.63,38777,40897,48257,73787
486.92,486.99,489.34,492.25,38318,41946,46907,75281
486.04,490.58,492.05,492.91,35377,44660,46586,74700
489.22,490.93,491.76,491.87,34004,45147,46612,75474
488.33,489.03,491.3,491.73,31903,43677,49503,74657
486.94,491.29,491.35,491.51,35602,49419,51710,60681
489.36,490.78,491.73,492.1,30119,48736,49515,66140
487.89,490.56,492.4,492.73,32008,46426,49626,68530
489.35,490.59,490.69,492.55,34053,44839,49111,70403
490.8,491.39,492.31,492.63,36873,42337,48781,72102
487.7,489.98,492.64,493.07,37909,41494,48276,72536
488.81,490.3,493.37,493.41,39832,40010,47576,74036
489.34,489.65,493.49,493.62,39115,40841,46975,73947
488.33,490.06,492.34,493.3,36185,43923,46403,74481
489.37,490.73,492.91,493.09,35947,44056,46029,73538
489.46,489.77,493.36,493.6,32049,44129,48627,74804
488.94,491.41,494.42,494.47,32241,42213,44687,56365
489.1,490.56,491.71,492.47,31610,49534,49687,64745
490.66,491.78,493.22,493.27,30232,47963,49677,66888
491.64,491.67,493.48,494.03,31758,46670,48722,68600
490.9,491.69,494.22,494.22,32660,45707,49654,68933
489.79,493.58,494.68,494.91,34286,44508,49341,70431
490.7,493.7,494.83,495.17,36430,42758,49065,72355
488.81,492.03,493.89,494.34,38229,41151,48583,73248
490.97,493.14,495.38,495.85,38638,40933,47395,73079
492.03,493.23,494.42,494.47,38133,41942,47128,74898
492.12,494.66,495.78,496.09,36177,44057,46443,75161
490.33,493.25,496.26,496.73,34795,45580,45760,75187
492.13,493.16,496.3,496.38,32325,47148,47361,56714
493.57,493.65,496.05,496.1,34037,49529,50688,62230
493.44,494.1,496.17,496.83,31610,49230,49447,64588
492.7,495.12,496.01,496.26,31339,46989,49733,68047
491.53,493.43,497.09,497.36,32514,46146,49400,69405
493.13,494.72,495.94,496.82,35279,43738,49147,71289
491.93,495.5,496.57,496.88,35286,43545,48858,70223
492.46,494.33,496.97,497.86,37123,42254,48550,72819
492.75,493.81,497.63,497.77,39671,39973,48073,73980
493.96,495.99,496.83,497.23,38392,41439,47580,74622
490.66,495.89,497.34,497.44,36280,43854,46527,75049
493.95,496.73,496.83,497.99,30369,45673,48882,63277
492.72,495.01,495.74,496.82,33184,49725,50068,63302
494.64,496.48,498.39,498.9,32389,49479,49664,63823
494.11,494.81,498.1,498.2,30026,48014,49556,66336
495.2,495.64,498.31,498.39,32142,46279,49317,68562
494.08,495.28,496.81,498.36,33866,44652,49506,69829
494.67,496.06,496.99,497.89,35370,43603,49262,71521
493.75,494.28,498.48,499.31,37816,41456,48583,72853
495.88,496.91,499.19,499.48,39345,40227,47549,73763
493.12,497.55,498.68,499.39,37806,41988,47002,74146
494.97,495.82,499.47,500.01,36913,43128,46707,74868
492.71,496.28,498.82,499.3,34725,45514,46042,75014
